apartment,google_text
Briar Cove Terrace Apartments,"The first month in our unit was nice, then it rained and we noticed a leak coming in through our balcony. Reported it as soon as we noticed and were told it was a priority to get fixed. There was mold and paint chipping in our unit for at least 4 month with no effort in support for us. We paid thousands to terminate our lease early because of problems stacking up, then they charged us even more money in supposed damage they never submitted proof of. With no communication they sent the debt straight to collections. Even the agent assigned to my account seemed confused about the case. Would not recommend these over priced units to my worst enemy. There were also mice found in our unit on multiple occasions, and an incident where they left our door open and unlocked and became unreachable once we brought it up.

Edit: I saw they replied requesting to talk via email. I've sent multiple emails in regards to the situation and did not get a genuine response once."
Briar Cove Terrace Apartments,"Going on three years of living here. It started out fine, but nearly every summer the pool has been closed for indefinite periods of time. The amenities are not consistently or properly maintained, and I would not recommend living here unless you’re comfortable with marketed amenities being unavailable."
Briar Cove Terrace Apartments,"Had a tour at Briar Cove, and I must say the property manager Kate was amazing very informative and helpful, she broke down the lease in great detail for me and was very professional, and unlike the other properties in the area, I really enjoyed my tour here Kate and her staff were awesome!!"
The Highlands Apartments,"Had a wonderful experience living here for the past two years. The staff was incredibly warm and kind, especially the building manager Kristine, and never had any issue that wasn’t fixed in less than a day. The location is not only conveniently close to North Campus and a few shops and Kroger, but Central was less than a twenty minute bus ride via the Bursley stop five minutes away. Overall, a great experience."
The Highlands Apartments,"Honestly an amazing place to live. The location is great, near a wonderful shopping center and very close to university. The maintenance team is AMAZING. Anytime my roommate or I have ever put in a maintenance request, it has always been handled within 8!!!!! Hours!!!!!. We honestly can’t believe how productive and non-procrastinatory highlands is. Can’t recommend it enough."
The Highlands Apartments,"Very nice place to live on North Campus. Competitive prices with other locations on North and much cheaper than Central Campus. It is nice to have the largest apartment out of my friends at around 1000 sq ft for a two bedroom unit cheaper than other smaller apartments nearby. The apartments are well maintained by the kind and helpful management staff. Brenda, the property manager, is very easy to reach, is prompt to get things done, and will let you know if there will be, if any, delays. The apartments come unfurnished. There are also outdoor picnic areas, a basketball court, and a pool."
The Highlands Apartments,"I cannot express how much I have loved being a resident here for the last three years. The only reason I’m moving out is because I graduated and am trying to move away from the school. I’ll give a ridiculously long review so it’s thorough.

Tl;dr is that while the buildings themselves are old and the laundry situation is inconvenient, the units are reasonably priced and are made worth it by the amount of space inside, the location for students, the communal outdoor space, and most importantly the amazing management and maintenance team. We moved in specifically because of reviews of the management and it’s been absolutely worth it.

Some of these cons for me are personal, some I included for fairness:

Cons:
-There is no in-unit laundry and there are only a couple of machines per building that are coin-operated. There is no change machine. They’re also a little old.
-The set up is strange in that we were on the first floor and had to go down two levels to get to our apartment.
-There is no fitness center
-The units themselves are old. Some cabinet doors fell off and our carpet could’ve justified replacement when we got here.
-Overall these are apartments for college students. Every once in a while, the pot smell is strong and the parties are loud (even in a pandemic ugh).
-The kitchens are small, closed off and not well-lit.

And here are the overwhelming pros:
-Aside from one previous manager who should remain nameless (but won’t, Brenda):"
The Highlands Apartments,"The Highlands are an awesome place to live. I've been living here since fall semester and I have enjoyed every minute. The maintenance workers and Dana are really friendly and helpful. Its pretty cool living next to the woods because not only is it a quiet environment but you'll see some cute little deer here and there. However I would not suggest living on the ground floor if you are afraid of little critters. I have literally seen every type of bug you can imagine in my apartment. There have been moths, camel crickets, and giant house spiders galore."
Medical Center Court Apartments,"This place breaths professionalism and kindness. My son and his girlfriend initially signed up for apartment reservation, however there were changes along the way, which were met with a promise from Medical Courts staff to work on making these changes. While we decided to go with a different McKinley property due to better proximity to the North Campus, our experience with Shivon and Zony was great, they were responsive, punctual, and curteous."
Medical Center Court Apartments,"The location is ideal for commuting to the hospital. The price is pretty typical for Ann Arbor. From what I know the prices have been consistent while surrounding neighborhoods have been rising or fluctuating, so that is a pro. The apartments are well-kept, with a responsive and kind management team. Shavon, the customer care associate, has been especially responsive to all of the questions and concerns I have had! They definitely make the concerns of their tenants a priority."
Medical Center Court Apartments,"Great location to med campus, easy walking to downtown, tons of parks around make this great spot! Otherwise, the apartments are on the older side, get pretty hot in the summer (ac isn't great) but maintenance has been positive! Great location for grad student / med students"
Medical Center Court Apartments,"Having been a resident for the past two years, I can confidently say that my experience has been suburb with Medical Center Court! Not only was it affordable on a graduate student budget, but also maintenance and the leasing office made me feel welcomed, safe, and they were all extremely responsive whenever I had a question or needed something fixed. I've never before experienced such great communication with an apartment community! Zontise and her entire team are a joy to work with and for a good chat :) Furthermore, the apartment is conveniently located by bus stops, the Huron River, Argo Park, and other trails for walking/running. It's a great place near the medical school and downtown, but far enough to not feel like you're living downtown and to get enough quietness. Overall, I'd absolutely recommend!!"
Medical Center Court Apartments,"I submitted a maintenance request for a broken kitchen cabinet, and Jason went above and beyond by replacing all the kitchen cabinets. The new cabinets look amazing and have completely transformed the look of my home. I'm extremely pleased with the results and the quality of work. Highly recommend!"
Charlton Apartments,"This complex gave me the worst experience when looking for an apartment: FIRST, they use an app called RentCafe that locks people out constantly and fails to make payments go through for tenants, which can hurt one's credit score. I called and emailed multiple times asking for help and they never followed through, only asking to try a different email that gets locked again. If management shows this little care for potential tenants, I can only imagine how currents tenants are being treated who can't pay their rent on time because of RentCafe.

SECOND, staff messed up more than once and failed to inform us of changes for meetings or availabilities when we were already driving over. Two times we were supposed to tour different apartments, only for the seller to say we couldn't see the place now and just pointed at stuff outside the building/room for us to view instead.

THIRD, staff there mixed up the prices and requirements for each apartment recommended. Including other details like balconies or patios. I asked if I could apply with a guarantor to meet the 3x monthly income for rent, which they said yes. But I suddenly get a call from them saying my guarantor can't be accepted now because they jacked up the requirement to 4x, something no one ever bothered to tell us was a thing they do. What makes that last point more irritating is the fact we already emailed our info after getting locked out, so their underwriter should have forewarned us at least a week ago how we didn't meet this new requirement.

All of this was irritating and irresponsible on Charlton's part. Their seller tried telling me I can wait until December now to build more income which is outrageous, because I already lost the possibility of moving into another complex this month due to poor management on their part. I would not risk buying their most luxurious apartment for the fairest price after all of this, the stress isn't worth it."
Charlton Apartments,"It was nice to live here. Had a CO leak the MGMT responded quickly; only bothered by how thin the hallway walls are.

Also just found out that the two of these buildings aren't even in the actual city of Ann Arbor? They're apparently on a Township Island belonging to Ann Arbor Twp. odd."
Charlton Apartments,"Really happy I moved into this apartment complex. Maintenance team is extremely nice, helpful, and always comes on time.
Management is also super friendly and helpful. Love that there is a dog park here and overall very happy with my experience living here."
Charlton Apartments,"Toured a unit under the impression that it would be available immediately. Then told me (after I paid $250 for the application) that I was wait listed until September! Do NOT rent here, Charlton is shady and deceptive, worst of a2 frankly"
Charlton Apartments,"I lived at the Charlton apartments for a year and it was a great experience overall. The neighborhood was nice, grocery shopping was very convenient (Kroger 5 min away), and whenever we had an issue maintenance was very quick. Communication with the leasing office was helpful and friendly. There was central ac and all of the appliances worked well. The only issue was heating, which was pretty inconsistent. We had the corner apartment with wall length windows, so the bedrooms got pretty cold in the winter compared to the living room. Having coin-operated rather than app-based laundry was a little annoying too. Otherwise a really nice place though, would recommend!"
Nob Hill Apartments,"I lived at Nob Hill for three years between 2022-2025 and really liked it, I would highly recommend it. It's affordable for its great location close to downtown Ann Arbor, and the management staff were responsive and professional in my experience. The only downside was that the apartments are quite old and thus some of the in-suited facilities like kitchen cabinets and closets are a bit rustic, albeit still works just fine."
Nob Hill Apartments,"I lived here for two years as a student at UM.

Pros are definitely the location, especially the price given the location— probably the most economical 1bd apartment in AA that’s still close to campus. Management and maintenance are very responsive. I’ve had day-of or day-after repairs on nearly every maintenance request here. The natural light was great too. My unit (I think it’s called the Delaware?) had north, south, and west-facing windows.

Primary con is just age. The AC is one of those three foot tall standalone units with a plastic duct venting to the outside. It’s electricity intensive (my energy bill during the summer went up like $40-50monthly) but not very effective. Setting the AC to 72 means that the living room will be about 78 and the rest of the apartment will be 80. I would definitely invest in a box fan for the bedroom. Another thing is that the appliances are pretty old. The oven is quite small, didn’t have a preheat alert, and the markings on the temperature knob were rubbed off so I was totally guessing at temps. The floorboards are creaky and you can sometimes hear your upstairs neighbors walking around.

Overall: well managed, great price for the location, lots of light, but the units themselves are pretty old and can get uncomfortable in the summer."
Nob Hill Apartments,"I lived in Nob Hill for 2 years, between 2023 and 2025. Overall, I really enjoyed my time here, and would highly recommend it for anybody looking for a place to live in Ann Arbor.

Pros:
-super close to downtown, can walk to Main Street in 5-10 minutes, campus in 15-20
-well priced for the area, you will not find a 1 bed for cheaper anywhere close to downtown
-apartments themselves are pretty and have charm, not just soulless boxes
-lots of natural light
-management is super helpful and is responsive to issues
-maintenance is amazing, issues were always solved same or next day
-actually recycles, most apartments don’t
-laundry facilities are nice
-pretty neighborhood, close to the stadium
-relatively quiet area

Cons:
-parking was sometimes an issue, especially during city/university events
-no a/c, you 100 percent NEED a portable AC in the summer- even with one, the heat can be unbearable in the summer
-most outlets are two pronged, which is pretty annoying sometimes
-kitchen size- the kitchens are really small

If I were to ever move back to Ann Arbor, I’d certainly live here again. It’s truly a great place to live."
Nob Hill Apartments,"Lived here for a year. One of my neighbors often banged things against the floor late at night, so powerful that the vibration passed all the way down through the wall and shook everything on my table. Wooden floors are squeaky, and soundproofing is not desirable — I could hear people talking or walking around. The ventilation seems shared vertically between units, and I often smelled cigarette smoke in my bathroom starting from this April. The AC only blows warm air, so it get really hot in the summer. Also, it’s very close to the train tracks, which will stop you from going to bed early.

No complaint with the price or location. Good choice for someone who doesn’t mind these things."
Nob Hill Apartments,"I have lived at Nob Hill since 2017! This is hands-down, the best apartment complex in Ann Arbor! The leasing office, especially Michaelle, our property manager, always go above and beyond for us! Our maintenance team is incredible! It's a lovely place to live!"
Spice Tree Apartments,"While move-in was fine back in '23, we've been having issues with maintenance not responding to requests we've put in over the last year and a half or so. Sometimes, they'd show up the next day. More often than not, not a peep from them for weeks and the issue doesn't get resolved until we try contacting someone at least three times.

Outside of our personal experiences, we happen to live in one of the buildings close to the main office. So at times, we see employee vehicles/maintenance golf carts sitting in the handicap parking spaces. Now I can't say for certain, but I'm pretty sure that's illegal even on their own property. It's there for the people who need it, not so their employees can park close to the office. On top of that, there's literally space beside the office building that looks like it's meant for the golf carts!

For the price we pay in rent every month, you'd expect better overall."
Spice Tree Apartments,"Living at Spicetree has been extremely disappointing because management has been unable or unwilling to resolve a serious marijuana smoke problem in my unit. For months, strong weed smoke has been coming into my apartment, affecting my health, sleep, and ability to enjoy my home. I followed the lease process, documented the issue, and sent detailed written complaints citing their own no‑marijuana and no‑smoking policies. Management admits someone is breaking the rules but says their ‘hands are tied’ because they haven’t identified the exact unit, and the only concrete solution they offered was for me to pay hundreds of dollars in transfer fees and accept a higher market rent to escape the situation.

Instead of meaningfully enforcing their own policies or offering a reasonable, fee‑free accommodation for a documented issue, they pushed the cost and burden onto me. It really feels like residents are expected to tolerate secondhand marijuana smoke or pay a premium to get away from it. I would not recommend this community to anyone who cares about air quality, quiet enjoyment, or responsive management."
Spice Tree Apartments,My move-in process was so smooth and well organized! I am truly grateful for my leasing agent Kerstin and her support during the whole process. I was looking for a quick move-in before the start of the semester and Kerstin made it possible! If you are looking for a well organized and truly caring management team I highly recommend Spice Tree Apartments.
Spice Tree Apartments,"I appreciate maintenance taking the time to remove the mold and debris from the bottom of the dishwasher; however, the filth was still present throughout the machine, in cracks, holes, and along the seals.  I purchased three different dishwasher cleaners to try and finish removing the black mold and gunk, but nothing has worked.  More and more black gunk comes out of the vent in the door and the sprayers.  The dishwasher is unsanitary and unsafe for use, so we hand-wash all dishes.

The dishwasher should have been examined and thoroughly cleaned between tenants.  I raised concerns about the state of the apartment when I moved in.  The apartment does not meet my living standards.  The dishwasher should be replaced.  The air conditioner should be repaired or replaced.  The bathroom fan should be replaced.  The rubber seal on the fridge should be replaced.  The fridge door handle is also cracked.  The cupboard under the sink should be sanitized and repaired.  The paint peeling in the shower is not an appropriate material for bathrooms and has to be cleaned out of the drain every week.  When we moved in the apartment was filthy.  A drawer in the kitchen was stuck open about 5 inches because the previous tenants had jammed Tupperware in it.  I had to clean food off the walls and floors.  There were wrappers and screws on the floor and the bedroom door could not be used because the hinges weren’t attached/it was hung incorrectly.  The flooring was cracked and sunken in.  The shower head was cracked and sprayed on the ceiling and over the shower curtain.  You cannot control the temperature of the shower.  The fan in the bathroom does not work properly.  Water runs down the walls and drips from the ceiling.  Either the apartment was not inspected, or the company is fine with the apartment being in such poor condition.  My electricity bill is $500/month because the air conditioner runs all day but the temperature of the apartment just keeps going up during the day.  It doesn’t function properly.  We couldn’t stay in the unit the first two nights because it was 80 degrees inside.  We left two messages for maintenance that weekend.  They never called back.  After a couple of weeks I called the managers office to complain and they opened a maintenance ticket and had someone come out, but they only fixed 1/4 of the issues and said they would talk to their supervisor about the rest.  That was a month ago.

Edit: 9/16 - I am editing this to add that the apartment complex replied to this review stating they addressed the issues and appreciate the opportunity to make things right.  This is a lie.  No one spoke to me or has been in my apartment since they said they would talk to their supervisor.  They left me a voicemail.  I called back after hours and left a voicemail.  No one ever called back.

Also, for the last month there has been food or vomit splattered up the stairs and ground into the carpet.  The cleaners have come to vacuum at least twice, but nothing has been done to actually clean the carpet.  This place is disgusting."
Spice Tree Apartments,I have a short lease signed during the summer. I worked with James and he is really helpful with guiding me through everything. Spicetree apartment a nice and quiet apartment. Enjoyed my stay here!
Ann Arbor Apartments managed by CMB,"I love everything about living in an apartment managed by CMB. The staff are so friendly and helpful, especially Savannah. She really helped my spouse and I choose a place to live with her friendly demeanor.

I enjoy the maintenance staff who seem to be over doing a little bit of something all the time. Cleaning up the ground, doing repairs, maintenance on the building or on a unit… they do it all and always with a quickness to it. I really enjoy being here so far and only foresee continuing to be."
Ann Arbor Apartments managed by CMB,"Recently moved in to one of Ann Arbor Apartments buildings managed by CMB, and it's been one of the most pleasurable moving experiences I've had through my decade living in Ann Arbor. Savannah and everyone I interact with are always so kind and wonderful and open to answering any questions."
Ann Arbor Apartments managed by CMB,"Highly recommend Ann Arbor Apartments! The apartment I lived in over the course of my senior year at the UM was wonderful. The AAA staff is really friendly and understanding. The communication with the staff was great, payments were easy to handle. I never had a single issue during my stay. I am really satisfied and happy with my choice of AAA! It was a pleasure to work with them!"
Ann Arbor Apartments managed by CMB,"The team and management practices at Ann Arbor Apartments made renewing our lease a no brainer. Truly the best experience from touring all the way to the day-to-day living in a beautiful apartment. Maintenance is timely, efficient, and caring. No complaints.

I have had many less than ideal landlords — CMB /  Ann Arbor Apartments has been a very refreshing change. A very special shout out to Savannah, Kay, and Jenny. Keep up the good work, we see it and feel it!"
Ann Arbor Apartments managed by CMB,"Very good place, my apartments are older, but that's reflected by the price. What helps is the management understands this and does everything to make things comfortable. They would repair maintenance request within 1-2 business days, and things would often be fixed. Very good landlord, great staff"
Oakcliff Apartments,"Excellent Place for living in Ann Arbor!!! I have lived at OakCliff for 3 years. The location, community, safety and service are perfect! I have so many good memories here. Kendra, Hati, Dan are very nice! If you need any help, they will reply to your message/email very quickly! If you have a car, the private garage is also a great plus (cool in summer, warm in winter)! They clean the snow from the road before you go to work in the morning. By the way, moving in and out was also very smooth. I have recommended this place to many friends."
Oakcliff Apartments,"Moved into Oakcliff recently, and I have had a very positive experience thus far. Would definitely recommend Oakcliff to others. Looking forward to living here.

- Matthew from leasing team coordinated my application and helped me view available units/floorplans despite me not being able to visit Ann Arbor for a tour. Very smooth process overall with seeing videos of available units, application, and preparation for move-in.

- Move-in itself was very easy. I really appreciate the private garage which made it easy to unload UHaul. Tons of extra storage space in the garage which is great.

- I had a couple of minor maintenance requests on move-in, and Justin/Amanda were great in helping resolve these. They worked quickly to help me get these fixed and communicated their progress to me via the resident app.

- community amenities are a huge perk. I really appreciate the business center (with free printing!), nice clubhouse spaces, and pool/hot tub.

- close to hospital and lots of food options. Kroger nearby is nice. Overall quieter community than other areas I’ve lived in previously."
Oakcliff Apartments,"I just moved to Oakcliff Apartments and I needed some repairs done from the previous tenant. The maintenance team Justin and Amanda have been incredible! They are very speedy, communicative, friendly, and efficient. The two of them are confident in their skills and extremely courteous of your belongings and keeping your apartment clean. They always say hello to me while I am walking around the compound and they have demonstrated hard work ethic and drive! Lucky to have a superb maintenance team at my new place!"
Oakcliff Apartments,"STAT AWAY FROM APT#2427. I lived in #2427 for a year and half with my wife, but total experience was terrible. When I first moved in, I really liked  this place because it was very quiet and surrounded by beautiful nature. After moving-in, I noticed generous amount of noise coming from the ceiling. That was foot step noise from the neighbor in the upstairs. It was over the acceptance level and even at 1 or 2 am sometimes. My wife and I woke up due to the noise. This noise was not every day thing, so we tried to bear it but it started to affect our lives and I just couldn’t stand seeing my wife feeling stressed. Few days later, the noise happened again, so I went and spoke to her that the issue happened again. She said she is going to send an email to the neighbor in the upstairs that she needs to be mindful in the late night(after 10pm). However, the email didn’t really work for the neighbor. I realized that the ceiling is thin and poorly sound-proofed. I knew that I will be living here for a year and half so we didn’t want to hassle for moving out and finding the new place because I didn’t do anything wrong. When I realized that the ceiling is poor, I told her that you have to do something to resolve this issue. They didn’t take it seriously and what they told me was that they warned the neighbors. After the new manager is assigned to Oak cliff, I reached out to the new manager to explain the situation and she was not supportive AT ALL. One day, the neighbor in the upstairs had a party in the late night and of course, I could hear so many noises. So I emailed her that not only me but also my wife is also suffering from the noise. What she replied to me was this. “XXXX informed me that your wife was making the complaint about the noise. Since your wife is not on the lease technically, she is not a resident here and I can't go by the complaint that she is making because she is not supposed to be living in the apartment without being on the lease. In that regard, I understand that you will be moving out in December, but it is technically a violation of your lease to have someone living in your home without them being on the lease.” I was speechless and pissed off with this message. I have mentioned multiple times that I have my wife living in the same apartment together, but no one in the office ever mentioned anything or cared. And all of sudden, the manager said this to me. It has nothing to do with the noise issue. I really hated that she mocked me for something while putting her own issue aside. Very disrespectful to me and my wife. Whenever I hear similar noises, I always remember this experience and my chest feels squeezed. It’s just so sad that my life experience in Michigan could have been much better, but due to the poorly soundproofed apartment and cold-blooded respond from the manager, it left some bitter memory in my mind. In conclusion, if you are going to live in 2nd floor or don’t get the noise issue, you are going to love it. Nice residents, clean club house and cozy place. And also, assistants in the office are all very nice and kind. Don’t get me wrong. I would have loved the apartment if there was no noise issue.  just stay away from #2427 and possibly all the residents located in the first floor. I will attache the video of the actual noise from the upstairs. No one needs to have a same experience that I had. I hope Oakcliff sees this one day and realize how terrible it was and does something to resolve the issue to make it perfect place."
Oakcliff Apartments,"I’ve been a resident at Oakcliff for nearly two years, and I have enjoyed being part of the community. The maintenance team has consistently been attentive and accommodating, always mindful of the busy schedules of the residents.

I recently relocated to a different unit within Oakcliff and have had several interactions with the maintenance crew due to a few broken appliances and minor work orders. As I have a small dog and a full-time job, coordinating a time during working hours to be home for repairs can be challenging. However, the maintenance team has been extremely helpful and efficient, ensuring timely repairs despite the scheduling difficulties.

Both Justin and Amanda have been exceptional in managing these situations and turning potentially frustrating experiences into smooth resolutions.

It appears that there is a high turnover rate among the leasing office staff, which often results in short staffing. This may contribute to delayed responses and instances where incorrect information is provided to residents. While I understand staffing challenges, there is always room for improvement in communication. As the leasing office staff plays a key role in sales and customer service, I hope they recognize that their interactions with residents directly reflect the property’s reputation.

I can also confirm that the noise complaint mentioned prior to this review is valid. I share the same concerns as previous tenant and have had a similar experience. As a result, I took the initiative to address the issue directly with my upstairs neighbor, providing furniture pads and sound-dampening slippers in an effort to reduce the noise."
The George Ann Arbor,"We lived in this place for two years, and our experience with management was very disappointing. They required a 60-day notice to move out, which is unusually strict compared to other places I’ve rented. Even though we told them well in advance that we were leaving, we responded in writing through the electronic form they sent asking if we wanted to renew or not, clearly indicating we did not want to renew. Despite this, they didn’t send us the official notice form until there were fewer than 60 days remaining. Once we received that form, we promptly filled it out and returned it.

Despite this, they claimed we had given insufficient notice and charged us for an entire extra month of rent, even though our lease only ran 7 days into that month. On top of that, they withheld our entire security deposit without any clear explanation beyond saying it was used to cover the extra month, even though we were already charged separately for it.

We emailed them and called multiple times on different days from different phones trying to resolve the issue, but they were very slow to respond and ultimately offered no solution. We ended up having to pay everything they demanded.

Also be aware that they have a policy where you are only allowed to pay rent on the first day of the month, and if you forget, they charge you $100 per day for each day it’s late. I feel this is extremely strict and unreasonable—they don’t give you any grace period or payment window. I’ve never encountered anything like that in other places I’ve rented.

In every other apartment I’ve lived in, simply confirming the lease-end date was enough notice, and I always received my full deposit back. This has been my worst rental experience."
The George Ann Arbor,"I recently moved into The George, and the transition has been incredibly smooth. The amenities are top-notch, providing a high level of convenience, cleanliness, and security. After touring many apartment complexes, I found The George to be the best by far. The staff is friendly and responsive, and the community atmosphere is welcoming. I highly recommend The George to anyone looking for a great place to live."
The George Ann Arbor,"This is an incredible place to live! The maintenance and management teams are top-notch—always friendly, professional, and consistently go above and beyond. My dog absolutely loved it too, especially with all the treats she received at the leasing office. Overall, my experience was exceptional, and I highly recommend it!"
The George Ann Arbor,RARELY reply emails and phone calls. RARELY!!!!!! You never know what they are doing all day in the office……. I would go to church to thank God if they answer any emails or phone calls faster. Moody people should not choose her it will blow your mind up.
The George Ann Arbor,"I have been living in The George for over 2 years, but due to several critical issues, I am planning to relocate to a new apartment in Northern Ann Arbor.

CONS: One major drawback is the excessive noise from the floors. The apartment lacks sound-absorbing flooring, making it very noisy whenever neighbors walk, jump, or talk. This issue contrasts with other new apartments in North Ann Arbor that have sound-absorbing wood floors, as reported by my friends. What's worse, the Community Manager, who oversees the entire apartment complex, has not responded to my emails for several months. This lack of communication and huge noise have significantly disrupted my sleep and work routine, so I spend more time at my partner’s apartment. The manager only seemed prompt in responding to emails regarding lease renewals, neglecting other resident concerns.

Additionally, the area experienced very frequent power outages last winter (5-6 times), ranging from 2 to 4 days per outage, which is uncommon compared to other areas where my friends live, where power outages occurred only once or twice. I had to throw away all foods, drove through snow blizzard/snow storms (Very dangerous), and stayed in my partner’s apartment.

Minor issues include the shower booth floor being difficult to clean leading to quick mold buildup, noisy air conditioning units, and numerous stains in the hallways.

PROS: The maintenance staff and janitors are friendly and helpful. The maintenance team went above and beyond to assist me when I had issues with my air conditioner, unlike the community manager. The apartment complex features a nice pool and ample parking spaces. Being relatively new, it also includes in-unit washer/dryer and basic appliances."
The Courtyards Student Apartments,"I coming onto a year and a half of staying in the courtyards and I can say that its been a pleasant experience for the most part.

Units are fully furnished, having my own bed and bath is amazing, walls are thin so sound easily passes through, you get your own washer and dryer and a fully done up kitchen so amazing overall

Location wise its the best you'll get (on north campus) - NCRB next to you, Bursley in front if you want a meal plan, football pitch on the side for outdoor runners and tons of food spots behind as well as bus stops for both Bursley baits (S side) in front and the ride for Ann Arbor in the back (N side)

I do believe that though stated in the lease there are often times extra fees that one wouldn't expect such as the recurring annual community fee or annual electricity startup fee though I have already been living here or the high cost of key replacement and they aren't necessarily willing to work with you/are extremely strict with their rules even for special circumstances. Outside that they host cool events (Ive honestly not been to many but its great to know they do) and even have a game room which I like to go hang out in with friends to play billiards or watch a game on the huge tv.

Utilities(elec+water) are also a little high but not unmanageable at about 40-50USD per person per month for a 3bed3bath apt

Outside that the support team (via the app) for any issues regarding the apartment such as leaks, damage etc are absolutely on point and very friendly as well as timely.

In summation. If asked whether I'd like to live here again given the choice - yes I would"
The Courtyards Student Apartments,"Great apartment! I lived here for several months and felt really welcomed. There a lot of events here, like movies night and pop corn events. It felt like this is my own home! Strong sense of belongings. Also, the office team and maintenance team are friendly and helpful. Really enjoy the time here!"
The Courtyards Student Apartments,"The Courtyards is definitely a nice apartment building if you like convenience for a higher price. All apartments are fully furnished (my favorite is the in-house washer/dryer, no more paying for washing my clothes!!) and the maintenance on the building/apartments is extremely well done. When there’s a problem it usually took maybe 1 day at most for someone to come look at the apartment. And the staff are very receptive to questions/emails (I locked myself out at very odd times and they helped me out a lot) . I would totally recommend."
The Courtyards Student Apartments,"They kicked my son out of his apartment on one days notice for some apparent structural issue, an issue that they did not describe to us.  When he returned, there were temporary support beams in the living room which apparently were going to stay there all year.  It is not clear why they are there.  It is impossible to reach them -- their AI phone service routinely hangs up on you.  I have notified the City of Ann Arbor building inspector because I have not gotten answers."
The Courtyards Student Apartments,"Honestly love living at The Courtyards. The place is super convenient for North Campus, clean, and has everything you need… nice study areas, gym, and hangout spots. Cal is a really good guy, super easy to talk to, and actually makes things run smoothly. You can tell he cares about helping residents out. Overall, solid place to live and great experience so far."
Traver Heights Apartments,"The sound insulation in this apartment is extremely poor. Even normal walking from the second floor is unbearably loud on the first floor, and the creaking from the old wooden structure makes it very difficult to rest. Management has offered no solutions to address this issue — unless their only idea is to somehow stop your upstairs neighbors from walking. I would not recommend this apartment to anyone."
Traver Heights Apartments,"I’ve had a great experience living at Traver Heights. The property manager, Joe, has been exceptional—attentive, responsive, and proactive. When my heater stopped working, he had it replaced within a few hours, ensuring minimal disruption. He also arranged for a new dryer when the old one malfunctioned, making sure everything was handled smoothly.

The community is well-maintained, clean, and friendly, creating a comfortable living environment. I appreciate the management’s commitment to keeping this a great place to live. Highly recommend Traver Heights!"
Traver Heights Apartments,"I rented a 2 bedroom, 2 bath apartment from Traver Heights for 1.5 years.  It proved to be a great fit for me.  The staff and residents are all very nice and considerate.  The apartment and grounds are clean and well maintained.  The couple of times I needed to submit a service request, the concern was addressed effectively and efficiently.  The first floor apartment stayed amazingly cool in the summer and the available AC rarely kicking on.  They were extraordinarily helpful when I was getting ready to vacate.  They extended my lease by 1 month, which provided me with the necessary time to pack and move my belongings.  In contrast, other apartments would have required me to either pay double rent for that 1 month or sign a new lease and forfeit the subsequent lease-breakage fee.  If I needed to lease an apartment again in the A2 area, 100% Traver Heights would be my go to."
Traver Heights Apartments,"The apartment complex is located in a quiet and nice neighborhood, within walking distance of the elementary school and grocery stores. The management team, especially Jason, is very responsive in dealing with our lease takeover arrangements."
Traver Heights Apartments,"Very helpful and assertive staff, maintenance issues fixed and they were very prompt and very polite."
Ann Arbor Woods,"Safe, clean & affordable. I loved living at A2 Woods for the past two years. Both the management and maintenance staff were professional, efficient and very respectful. I found it easy to communicate my needs and the responses were immediate, even for low priority issues. I especially loved the easy walks into town, near by park, community pool, library and Trader Joes. Great quality of life!"
Ann Arbor Woods,"i’d recommend sparing yourself the trouble. the office managers are rude and off putting. You’ll call and they either ignore you and don’t answer, or they answer and act like you’re the biggest inconvenience for asking them to do their job. you pay for services like a trash fee, but nobody comes to pick it up for weeks on end. they’ll tack on late fees. they’ll tell you you can’t do something (like smoke) but then smoke outside the office with no signage saying you can’t smoke mind u, (which is necessary btw), nor do they provide a place to smoke for you? they suggest u smoke in your car…so.

the community and location is great but the hassle of how terrible you get treated by the office isn’t worth it. the community even started a thread of complaints for the office which they tried to shut down. you might have a nice tour guide, but once you sign that lease, they immediately stop being nice. all an act. can’t wait to move out."
Ann Arbor Woods,"Such a lovely property with so many beautiful, mature trees. I truly enjoy the view of the courtyard from my apartment. It’s just lovely. The maintenance team is always kind and quick to help. Jamie and Justin in the office have been absolutely wonderful. They are so patient and helpful whenever I have had questions about the resident portal or anything else. I really appreciate them."
Ann Arbor Woods,"I lived in Ann Arbor Woods for two years, and it was the best apartment I lived in while in Ann Arbor. The staff went above and beyond to ensure anything I needed was taken care of ASAP (often the same day or the day after I reached out!). Even more, I could always email (with same day responses) or walk over to the main office for any questions I may have had.

I cannot recommend this place enough - especially to any new graduate students! How do you beat living behind Trader Joe's, by a nice park, plenty of bus stops, and a nice walk to York?"
